"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-10-25 05:37:23",1761370643482,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","error","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Error searching for variation ""sportspaceed"": DOMException [AbortError]: This operation was aborted
    at node:internal/deps/undici/undici:13510:13
    at async c.searchMarkerAPI (/var/task/.next/server/app/api/trademark-search/route.js:1:5222)
    at async c.searchSimilarMarks (/var/task/.next/server/app/api/trademark-search/route.js:1:20866)
    at async c.performComprehensiveSearch (/var/task/.next/server/app/api/trademark-search/route.js:1:988)
    at async h (/var/task/.next/server/app/api/trademark-search/route.js:1:34387)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)
    at async ea.responseCache.get.routeKind (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:1028)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
"2025-10-25 05:37:23",1761370643482,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","error","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Marker API search failed: DOMException [AbortError]: This operation was aborted
    at node:internal/deps/undici/undici:13510:13
    at async c.searchMarkerAPI (/var/task/.next/server/app/api/trademark-search/route.js:1:5222)
    at async c.searchSimilarMarks (/var/task/.next/server/app/api/trademark-search/route.js:1:20866)
    at async c.performComprehensiveSearch (/var/task/.next/server/app/api/trademark-search/route.js:1:988)
    at async h (/var/task/.next/server/app/api/trademark-search/route.js:1:34387)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)
    at async ea.responseCache.get.routeKind (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:1028)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
"2025-10-25 05:37:23",1761370643482,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","error","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Marker API request failed for page 1: DOMException [AbortError]: This operation was aborted
    at node:internal/deps/undici/undici:13510:13
    at async c.searchMarkerAPI (/var/task/.next/server/app/api/trademark-search/route.js:1:5222)
    at async c.searchSimilarMarks (/var/task/.next/server/app/api/trademark-search/route.js:1:20866)
    at async c.performComprehensiveSearch (/var/task/.next/server/app/api/trademark-search/route.js:1:988)
    at async h (/var/task/.next/server/app/api/trademark-search/route.js:1:34387)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)
    at async ea.responseCache.get.routeKind (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:1028)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
"2025-10-25 05:37:13",1761370633481,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","info","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Marker API: Searching for ""sportspaceed"" (status: all, start: 1)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
"2025-10-25 05:37:13",1761370633481,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","error","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Error searching for variation ""sportspaceing"": DOMException [AbortError]: This operation was aborted
    at node:internal/deps/undici/undici:13510:13
    at async c.searchMarkerAPI (/var/task/.next/server/app/api/trademark-search/route.js:1:5222)
    at async c.searchSimilarMarks (/var/task/.next/server/app/api/trademark-search/route.js:1:20866)
    at async c.performComprehensiveSearch (/var/task/.next/server/app/api/trademark-search/route.js:1:988)
    at async h (/var/task/.next/server/app/api/trademark-search/route.js:1:34387)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)
    at async ea.responseCache.get.routeKind (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:1028)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
"2025-10-25 05:37:13",1761370633480,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","error","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Marker API search failed: DOMException [AbortError]: This operation was aborted
    at node:internal/deps/undici/undici:13510:13
    at async c.searchMarkerAPI (/var/task/.next/server/app/api/trademark-search/route.js:1:5222)
    at async c.searchSimilarMarks (/var/task/.next/server/app/api/trademark-search/route.js:1:20866)
    at async c.performComprehensiveSearch (/var/task/.next/server/app/api/trademark-search/route.js:1:988)
    at async h (/var/task/.next/server/app/api/trademark-search/route.js:1:34387)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)
    at async ea.responseCache.get.routeKind (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:1028)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
"2025-10-25 05:37:13",1761370633480,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","error","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Marker API request failed for page 1: DOMException [AbortError]: This operation was aborted
    at node:internal/deps/undici/undici:13510:13
    at async c.searchMarkerAPI (/var/task/.next/server/app/api/trademark-search/route.js:1:5222)
    at async c.searchSimilarMarks (/var/task/.next/server/app/api/trademark-search/route.js:1:20866)
    at async c.performComprehensiveSearch (/var/task/.next/server/app/api/trademark-search/route.js:1:988)
    at async h (/var/task/.next/server/app/api/trademark-search/route.js:1:34387)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)
    at async ea.responseCache.get.routeKind (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:1028)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
"2025-10-25 05:37:03",1761370623479,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","info","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Marker API: Searching for ""sportspaceing"" (status: all, start: 1)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
"2025-10-25 05:37:03",1761370623479,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","error","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Error searching for variation ""sportspaces"": DOMException [AbortError]: This operation was aborted
    at node:internal/deps/undici/undici:13510:13
    at async c.searchMarkerAPI (/var/task/.next/server/app/api/trademark-search/route.js:1:5222)
    at async c.searchSimilarMarks (/var/task/.next/server/app/api/trademark-search/route.js:1:20866)
    at async c.performComprehensiveSearch (/var/task/.next/server/app/api/trademark-search/route.js:1:988)
    at async h (/var/task/.next/server/app/api/trademark-search/route.js:1:34387)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)
    at async ea.responseCache.get.routeKind (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:1028)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
"2025-10-25 05:37:03",1761370623479,"www.domainhunk.com/api/trademark-search","POST","",-1,"8s567-1761370603171-c6409727f799","curl/8.7.1","error","production","main","","lambda","/api/trademark-search","www.domainhunk.com","www.domainhunk.com","dpl_5oqekr3iK2NDishFi2VydJDpprxD",-1,"iad1",-1,-1,"Marker API search failed: DOMException [AbortError]: This operation was aborted
    at node:internal/deps/undici/undici:13510:13
    at async c.searchMarkerAPI (/var/task/.next/server/app/api/trademark-search/route.js:1:5222)
    at async c.searchSimilarMarks (/var/task/.next/server/app/api/trademark-search/route.js:1:20866)
    at async c.performComprehensiveSearch (/var/task/.next/server/app/api/trademark-search/route.js:1:988)
    at async h (/var/task/.next/server/app/api/trademark-search/route.js:1:34387)
    at async /var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:38411
    at async e_.execute (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:27880)
    at async e_.handle (/var/task/node_modules/next/dist/compiled/next-server/app-route.runtime.prod.js:6:39943)
    at async en (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:16:25561)
    at async ea.responseCache.get.routeKind (/var/task/node_modules/next/dist/compiled/next-server/server.runtime.prod.js:17:1028)","prj_1QCuCciPh4dOvalE4if9tRypkYDO","","","01K8CXWZPJ2D1J2XRJJ6ESE9KF","",-1
